timestamp,node_id,node_name,pod_name,usage_cpu,usage_memory
2025-02-24T15:18:51.898074,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:18:51.898074,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:18:51.898074,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:18:51.898074,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:18:51.898074,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:18:51.898074,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:18:51.898074,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:18:51.898074,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:18:51.898074,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:18:53.925562,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,540018,28120
2025-02-24T15:18:53.925562,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:18:53.925562,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:18:53.925562,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:18:53.925562,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:18:53.925562,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:18:53.925562,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:18:53.925562,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:18:53.925562,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:18:53.925562,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:18:53.925562,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:18:55.951355,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,540018,28120
2025-02-24T15:18:55.951355,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:18:55.951355,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:18:55.951355,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:18:55.951355,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:18:55.951355,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:18:55.951355,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:18:55.951355,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:18:55.951355,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:18:55.951355,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:18:55.951355,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:18:57.977586,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,540018,28120
2025-02-24T15:18:57.977586,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:18:57.977586,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:18:57.977586,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:18:57.977586,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:18:57.977586,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:18:57.977586,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:18:57.977586,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:18:57.977586,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:18:57.977586,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:18:57.977586,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:19:00.004725,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,540018,28120
2025-02-24T15:19:00.004725,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:00.004725,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:19:00.004725,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:19:00.004725,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:19:00.004725,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:19:00.004725,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:19:00.004725,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:19:00.004725,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:19:00.004725,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:19:00.004725,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:19:02.029085,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,540018,28120
2025-02-24T15:19:02.029085,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:02.029085,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,286975,31636
2025-02-24T15:19:02.029085,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,1996320,94152
2025-02-24T15:19:02.029085,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,820363,8468
2025-02-24T15:19:02.029085,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,13702858,3896
2025-02-24T15:19:02.029085,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,477392,9012
2025-02-24T15:19:02.029085,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,2997033,42684
2025-02-24T15:19:02.029085,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,552771,8872
2025-02-24T15:19:02.029085,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,3578676,44776
2025-02-24T15:19:02.029085,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,2309366,69692
2025-02-24T15:19:04.056993,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:04.056993,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:04.056993,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:04.056993,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:04.056993,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:04.056993,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:04.056993,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:04.056993,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:04.056993,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
2025-02-24T15:19:04.056993,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156
2025-02-24T15:19:04.056993,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,53890954,70064
2025-02-24T15:19:06.084618,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:06.084618,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:06.084618,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:06.084618,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:06.084618,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:06.084618,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:06.084618,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:06.084618,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:06.084618,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
2025-02-24T15:19:06.084618,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156
2025-02-24T15:19:06.084618,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,53890954,70064
2025-02-24T15:19:08.107242,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:08.107242,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:08.107242,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:08.107242,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:08.107242,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:08.107242,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:08.107242,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:08.107242,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:08.107242,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
2025-02-24T15:19:08.107242,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156
2025-02-24T15:19:08.107242,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,53890954,70064
2025-02-24T15:19:10.133001,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:10.133001,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:10.133001,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:10.133001,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:10.133001,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:10.133001,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:10.133001,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:10.133001,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:10.133001,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
2025-02-24T15:19:10.133001,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156
2025-02-24T15:19:10.133001,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,53890954,70064
2025-02-24T15:19:12.159703,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:12.159703,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:12.159703,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:12.159703,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:12.159703,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:12.159703,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:12.159703,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:12.159703,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:12.159703,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
2025-02-24T15:19:12.159703,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156
2025-02-24T15:19:12.159703,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,cartservice-56664b8bd9-ncwgt,53890954,70064
2025-02-24T15:19:14.184172,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,paymentservice-74d847cf7b-4klmt,1057662,28316
2025-02-24T15:19:14.184172,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,frontend-54456858b5-5c4wb,11828066,17200
2025-02-24T15:19:14.184172,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,currencyservice-6d4fdcff78-z4475,25217057,33844
2025-02-24T15:19:14.184172,4ec354cc-e2c3-44fd-90f8-07a527ef9d90,clever-tarek-w3,adservice-6c8df4bfc8-skkrc,12190148,95072
2025-02-24T15:19:14.184172,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,shippingservice-7b68c9bfb6-gtlvf,2649911,8468
2025-02-24T15:19:14.184172,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,redis-cart-79b899577-js2cn,15587053,3924
2025-02-24T15:19:14.184172,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,productcatalogservice-b74bffb56-jgg2w,50504799,8932
2025-02-24T15:19:14.184172,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,emailservice-7b87d67844-tcp8x,4862402,42692
2025-02-24T15:19:14.184172,ff8200ea-b12f-4b81-9f62-7eb090cce312,clever-tarek-w2,checkoutservice-795c88f6-bdccc,3982138,9012
